Kennzeichen;Identnummer;Bankleitzahl;Institutsart;Sektor;Firmenbuchnummer;Bankenname;Straße;PLZ;Ort;Politischer Bezirk;Postadresse / Straße;Postadresse / PLZ;Postadresse / Ort;Postfach;Bundesland;Telefon;Fax;E-Mail;SWIFT-Code;Homepage;Gruendungsdatum;ZweigniederlassungVon
Zweigstelle;15923258;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bad Sauerbrunn (Postservice);Wr. Neustädter Straße 5;7202;Bad Sauerbrunn;Mattersburg;;;;;Burgenland;0577677/7202;0577677/7202;;;;20120529;53767
Zweigstelle;11126930;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bad Schallerbach (Postservice);Linzer Straße 4;4701;Bad Schallerbach;Grieskirchen;;;;;Oberösterreich;0577677/4701;0577677/4701;;;;20110930;53767
Zweigstelle;10994050;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bad St. Leonhard im Lavanttal (Postservice);Postgasse 55;9462;Bad St.Leonhard;Wolfsberg;;;;;Kärnten;0577677/9462;0577678/9462;;;;20110428;53767
Zweigstelle;330671;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bad Vöslau (Postservice);Wr.-Neustädter-Straße 4;2540;Bad Vöslau;Baden;;;;;Niederösterreich;059905/617300;059905/617319;;;;;53767
Zweigstelle;11247118;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bad Waltersdorf (Postservice);Bad Waltersdorf 2;8271;Bad Waltersdorf;Hartberg;;;;;Steiermark;0577677/8271;0577678/8271;;;;20111115;53767
Zweigstelle;330701;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Baden (Postservice);Wassergasse 22-26;2500;Baden/Wien;Baden;;;;;Niederösterreich;059905/624500;059905/624519;;;;19840905;53767
Zweigstelle;529869;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bärnbach (Postservice);Packerstraße 18;8572;Bärnbach;Voitsberg;;;;;Steiermark;059905/685500;059905/685519;;;;19881125;53767
Zweigstelle;11237627;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bergheim bei Salzburg (Postservice);Handelszentrum 2;5101;Bergheim bei Salzburg;Salzburg-Umgebung;;;;;Salzburg;059905/651900;059905/651919;;;;20111207;53767
Zweigstelle;1429957;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Berndorf (Postservice);J.F.Kennedy-Platz 5;2560;Berndorf;Baden;;;;;Niederösterreich;059905/624600;059905/624619;;;;19900622;53767
Zweigstelle;11180218;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bezau (Postservice);Platz 39;6870;Bezau;Bregenz;;;;;Vorarlberg;0577677/6870;0577678/6870;;;;20111027;53767
Zweigstelle;11247380;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Birkfeld (Postservice);Hauptplatz 3a;8190;Birkfeld;Weiz;;;;;Steiermark;0577677/8190;0577678/8190;;;;20111130;53767
Zweigstelle;10993517;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bischofshofen (Postservice);Bahnhofgase 18;5500;Bischofshofen;St. Johann im Pongau;;;;;Salzburg;0577677/5500;0577678/5500;;;;20110331;53767
Zweigstelle;10994017;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bleiburg (Postservice);10. Oktober Platz 1;9150;Bleiburg;Völkermarkt;;;;;Kärnten;0577677/9150;0577678/9150;;;;20110729;53767
Zweigstelle;10993673;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bludenz (Postservice);Am Postplatz 1;6700;Bludenz;Bludenz;;;;;Vorarlberg;0577677/6700;0577678/6700;;;;20110729;53767
Zweigstelle;11247185;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Böheimkirchen (Postservice);Untere Hauptstraße 7;3071;Böheimkirchen;St. Pölten-Land;;;;;Niederösterreich;0577677/3071;0577678/3071;;;;20111121;53767
Zweigstelle;10993487;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Braunau am Inn (Postservice);Erlachweg 12;5280;Braunau am Inn;Braunau am Inn;;;;;Oberösterreich;0577677/5280;0577678/5280;;;;20110628;53767
Zweigstelle;196398;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bregenz Seestraße (Postservice);Seestraße 5;6900;Bregenz;Bregenz;;6901;Bregenz;298;Vorarlberg;059905/677400;059905/677419;;;;19680510;53767
Zweigstelle;11247215;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Breitenbrunn (Postservice);Eisenstädterstraße 18;7091;Breitenbrunn;Eisenstadt-Umgebung;;;;;Burgenland;0577677/7091;0577678/7091;;;;20111125;53767
Zweigstelle;15923061;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Breitenfurt bei Wien (Postservice);Waldstraße 8;2384;Breitenfurt;Mödling;;;;;Niederösterreich;0577677/2384;0577678/2384;;;;20120319;53767
Zweigstelle;10993584;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Brixlegg (Postservice);Marktstraße 13;6230;Brixlegg;Kufstein;;;;;Tirol;0577677/6230;0577678/6230;;;;20110630;53767
Zweigstelle;1238612;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bruck an der Mur Koloman-Wallisch-Platz (Postservice);Koloman Wallisch-Platz 23;8600;Bruck/Mur;Bruck an der Mur;;;;;Steiermark;059905/688600;059905/688619;;;;19890629;53767
Zweigstelle;1453912;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bruck/Leitha;Kirchengasse 24;2460;Bruck/Leitha;Bruck an der Leitha;;;;;Niederösterreich;02162/64530;02162/6453010;;;;19900710;53767
Zweigstelle;10881603;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Buchengasse (Postservice);Buchengasse 77;1100;Wien;Wien;;;;;Wien;059905/611000;059905/611019;;;;20110606;53767
Zweigstelle;11180200;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Bürs (Postservice);Almteilweg 1;6706;Bürs;Bludenz;;;;;Vorarlberg;0577677/6706;0577678/6706;;;;20111031;53767
Zweigstelle;10993061;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Deutsch Wagram (Postservice);Nelkengasse 1;2232;Deutsch Wagram;Gänserndorf;;;;;Niederösterreich;0577677/2232;0577678/2232;;;;20110329;53767
Zweigstelle;11247070;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Deutschfeistritz (Postservice);Grazerstraße 30;8121;Deutschfeistritz;Graz-Umgebung;;;;;Steiermark;0577677/8121;0577678/8121;;;;20111115;53767
Zweigstelle;458325;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Deutschlandsberg (Postservice);Fabrikstraße 5;8530;Deutschlandsberg;Deutschlandsberg;;;;;Steiermark;059905/685900;059905/685919;;;;19880816;53767
Zweigstelle;10941657;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Dornbirn (Postservice);Poststraße 2;6850;Dornbirn;Dornbirn;;;;;Vorarlberg;059905/668500;059905/668519;;;;20110719;53767
Zweigstelle;330795;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Dornbirn-Haselstauden (Postservice);Bahnhofstraße 1;6850;Dornbirn;Dornbirn;;;;;Vorarlberg;059905/671200;059905/671219;;;;19890523;53767
Zweigstelle;11126965;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Ebensee (Postservice);Bahnhofstraße 9;4802;Ebensee;Gmunden;;;;;Oberösterreich;0577677/4802;0577677/4802;;;;20110927;53767
Zweigstelle;10994009;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Eberndorf (Postservice);Kreuzberglweg 1;9141;Eberndorf;Völkermarkt;;;;;Kärnten;0577677/9141;0577678/9141;;;;20110428;53767
Zweigstelle;10993118;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Ebreichsdorf (Postservice);Hauptplatz 11;2483;Ebreichsdorf;Baden;;;;;Niederösterreich;0577677/2483;0577678/2483;;;;20110330;53767
Zweigstelle;10993290;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Eferding (Postservice);Unterer Graben 11;4070;Eferding;Eferding;;;;;Oberösterreich;0577677/4070;0577678/4070;;;;20110429;53767
Zweigstelle;10993444;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Eggelsberg (Postservice);B u. R Straße 4;5142;Eggelsberg;Braunau am Inn;;;;;Oberösterreich;0577677/5142;0577678/5142;;;;20110428;53767
Zweigstelle;10993231;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Eggenburg (Postservice);Grätzl 3;3730;Eggenburg;Horn;;;;;Niederösterreich;0577677/3730;0577678/3730;;;;20110729;53767
Zweigstelle;11180161;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Eichgraben (Postservice);Kirchenstraße 9;3032;Eichgraben;St. Pölten-Land;;;;;Niederösterreich;0577677/3032;0577678/3032;;;;20111030;53767
Zweigstelle;10993940;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Eisenerz (Postservice);Hieflauer Straße 21;8790;Eisenerz;Leoben;;;;;Steiermark;0577677/8790;0577678/8790;;;;20110722;53767
Zweigstelle;196410;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Eisenstadt;Hauptstraße 6;7000;Eisenstadt;Eisenstadt;;7000;Eisenstadt;115;Burgenland;02682/64545;02682/6454518;;;;19790704;53767
Zweigstelle;330868;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Elterleinplatz (Postservice);Elterleinplatz 12;1170;Wien;Wien;;;;;Wien;059905/601700;059905/601719;;;;;53767
Zweigstelle;11278080;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Enns (Postservice);Dingolfinger Platz 2;4470;Enns;Linz-Land;;;;;Oberösterreich;0577677/4470;0577678/4470;;;;20111216;53767
Zweigstelle;11189002;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Europaplatz (Postservice);Europaplatz 3;1150;Wien;Wien;;;;;Wien;059905/611500;059905/611519;;;;20111123;53767
Zweigstelle;330930;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Favoritenstrasse 98;Favoritenstraße 98;1100;Wien;Wien;;;;;Wien;01/6025203;01/602520334;;;;;53767
Zweigstelle;11247410;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Fehring (Postservice);Hauptplatz 4;8350;Fehring;Feldbach;;;;;Steiermark;0577677/8350;0577678/8350;;;;20111130;53767
Zweigstelle;11247517;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Feistritz an der Drau (Postservice);Villacher Straße 250;9710;Feistritz an der Drau;Villach-Land;;;;;Kärnten;0577677/9710;0577678/9710;;;;20111130;53767
Zweigstelle;11247401;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Feldbach (Postservice);Hauptplatz 30;8330;Feldbach;Feldbach;;;;;Steiermark;0577677/8330;0577678/8330;;;;20111130;53767
Zweigstelle;11437227;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Feldkirch (Postservice);Bahnhofstraße 31;6800;Feldkirch;Feldkirch;;;;;Vorarlberg;059905/668000;059905/668019;;;;20120427;53767
Zweigstelle;1862219;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Feldkirch (Postservice);Marktgasse 24;6800;Feldkirch;Feldkirch;;;;;Vorarlberg;059905/671400;059905/671419;;;;19980728;53767
Zweigstelle;11136286;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Feldkirchen bei Graz (Postservice);Marktplatz 1;8073;Feldkirchen bei Graz;Graz-Umgebung;;;;;Steiermark;059905/684400;059905/684419;;;;20111019;53767
Zweigstelle;331686;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Feldkirchen (Postservice);Bambergerplatz 1;9560;Feldkirchen/Kärnten;Feldkirchen;;;;;Kärnten;059905/691500;059905/691519;;;;19890724;53767
Zweigstelle;331406;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Ferlach (Postservice);Hauptplatz 19;9170;Ferlach;Klagenfurt-Land;;;;;Kärnten;059905/698300;059905/698319;;;;19790718;53767
Zweigstelle;11180234;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Fischamend (Postservice);Hauptplatz 4;2401;Fischamend;Wien-Umgebung;;;;;Niederösterreich;0577677/2401;0577678/2401;;;;20111103;53767
Zweigstelle;11180099;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Fohnsdorf (Postservice);Landstraße 3;8753;Fohnsdorf;Judenburg;;;;;Steiermark;0577677/8753;0577678/8753;;;;20111021;53767
Zweigstelle;10993738;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Frauenkirchen (Postservice);Amtshausgasse 9;7132;Frauenkirchen;Neusiedl am See;;;;;Burgenland;0577677/7132;0577678/7132;;;;20110418;53767
Zweigstelle;16115287;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Freistadt (Postservice);Promenade 11;4240;Freistadt;Freistadt;;;;;Oberösterreich;059905/642400;059905/642419;;;;20121008;53767
Zweigstelle;10997229;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Friesach, Kärnten (Postservice);Industriestraße 4a;9360;Friesach;St. Veit an der Glan;;;;;Kärnten;0577677/9360;0577678/9360;;;;20110429;53767
Zweigstelle;10993797;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Frohnleiten (Postservice);Brucker Straße 3;8130;Frohnleiten;Graz-Umgebung;;;;;Steiermark;0577677/8130;0577678/8130;;;;20110428;53767
Zweigstelle;11250518;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Fügen (Postservice);Franziskusweg 10;6263;Fügen;Schwaz;;;;;Tirol;0577677/6263;0577678/6263;;;;20111209;53767
Zweigstelle;10993576;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Fulpmes (Postservice);Michel-Pfurtscheller-Weg 1;6166;Fulpmes;Innsbruck-Land;;;;;Tirol;0577677/6166;0577678/6166;;;;20110629;53767
Zweigstelle;15923282;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Fürnitz (Postservice);Rosentalstraße 23;9586;Fürnitz;Villach-Land;;;;;Kärnten;059905/695800;059905/695819;;;;20120530;53767
Zweigstelle;11247398;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Fürstenfeld (Postservice);Augustinerplatz 3;8280;Fürstenfeld;Fürstenfeld;;;;;Steiermark;0577677/8280;0577678/8280;;;;20111130;53767
Zweigstelle;11250496;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Gallneukirchen (Postservice);Reichenauer Straße 1;4210;Gallneukirchen;Urfahr-Umgebung;;;;;Oberösterreich;0577677/4210;0577678/4210;;;;20111209;53767
Zweigstelle;16151690;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Gänserndorf (Postservice);Eichamtstraße 2;2230;Gänserndorf;Gänserndorf;;;;;Niederösterreich;059905/622300;059905/622319;;;;20121023;53767
Zweigstelle;5230489;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Gasometer (Postservice);Guglgasse 6, Gasometer A TOP A03;1110;Wien;Wien;;;;;Wien;059905/606700;059905/606719;;;;20010831;53767
Zweigstelle;15923088;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Gaweinstal (Postservice);Wienerstraße 3;2191;Gaweinstal;Mistelbach;;;;;Niederösterreich;0577677/2191;0577678/2191;;;;20120413;53767
Zweigstelle;10993037;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Gerasdorf bei Wien (Postservice);Bahnstraße 2a;2201;Gerasdorf bei Wien;Wien-Umgebung;;;;;Niederösterreich;0577677/2201;0577678/2201;;;;20110325;53767
Zweigstelle;11126906;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Gföhl (Postservice);Kremser Straße 8;3542;Gföhl;Krems-Land;;;;;Niederösterreich;0577677/3542;0577677/3542;;;;20110831;53767
Zweigstelle;10993827;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Gleisdorf (Postservice);Schillerstraße 15;8200;Gleisdorf;Weiz;;;;;Steiermark;0577677/8200;0577678/8200;;;;20110530;53767
Zweigstelle;16264304;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Gloggnitz (Postservice);Hauptstraße 32;2640;Gloggnitz;Neunkirchen;;;;;Niederösterreich;059905/626400;059905/626419;;;;20121211;53767
Zweigstelle;10993282;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Gmünd, Nö. (Postservice);Bahnhofsplatz 1;3950;Gmünd, Nö.;Gmünd;;;;;Niederösterreich;0577677/3950;0577678/3950;;;;20110629;53767
Zweigstelle;10993371;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Gmunden (Postservice);Johann-Evangelist-Habert-Straße 1;4810;Gmunden;Gmunden;;;;;Oberösterreich;0577677/4810;0577678/4810;;;;20110628;53767
Zweigstelle;11247290;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Golling an der Salzach (Postservice);Markt 20;5440;Golling an der Salzach;Hallein;;;;;Salzburg;0577677/5440;0577678/5440;;;;20111130;53767
Zweigstelle;16218493;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Götzens (Postservice);Burgstraße 3;6091;Götzens;Innsbruck-Land;;;;;Tirol;059905/660900;059905/660919;;;;20120816;53767
Zweigstelle;10993703;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Götzis (Postservice);Sankt-Ulrich-Straße 48;6840;Götzis;Feldkirch;;;;;Vorarlberg;0577677/6840;0577678/6840;;;;20110722;53767
Zweigstelle;11250470;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Grafenwörth (Postservice);Marktplatz 1;3484;Grafenwörth;Tulln;;;;;Niederösterreich;0577677/3484;0577678/3443;;;;20111209;53767
Zweigstelle;15923231;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Gramatneusiedl (Postservice);Bahnstraße 2b;2440;Gramatneusiedl;Wien-Umgebung;;;;;Niederösterreich;059905/626800;059905/626819;;;;20120529;53767
Zweigstelle;2482746;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Gratkorn (Postservice);Andreas Leykam-Platz 1;8101;Gratkorn;Graz-Umgebung;;;;;Steiermark;059905/686400;059905/686419;;;;19950403;53767
Zweigstelle;184390;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Graz, Annenstraße (Postservice);Annenstraße 24;8020;Graz;Graz;;8020;Graz;220;Steiermark;059905/686200;059905/686219;;;;19490624;53767
Zweigstelle;331066;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Graz, Eggenberger Allee (Postservice);Eggenberger Allee 49;8020;Graz;Graz;;;;;Steiermark;059905/689300;059905/689319;;;;;53767
Zweigstelle;331368;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Graz Europaplatz (Postservice);Europaplatz 4 Objekt 1;8020;Graz;Graz;;;;;Steiermark;059905/681800;059905/681819;;;;;53767
Zweigstelle;330906;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Graz, Herrgottwiesgasse (Postservice);Herrgottwiesgasse 76;8020;Graz;Graz;;;;;Steiermark;059905/686100;059905/686119;;;;;53767
Zweigstelle;16233336;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Graz Humboldtstraße (Postservice);Humboldtstraße 18;8020;Graz;Graz;;;;;Steiermark;059905/690800;059905/690819;;;;20121122;53767
Zweigstelle;331228;14000;;Aktienbanken;;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse AG Filiale Graz, Joanneumring (Postservice);Joanneumring 14;8011;Graz;Graz;;;;;Steiermark;059905/686000;059905/686019;;;;;53767
